category,air_date,category
"""G""-RATED COUNTRIES",6/16/08,5
"""G""ARDEN GLOSSARY",5/26/11,5
"""G""EOGRAPHY",1/18/10,5
"""G""EOGRAPHY",10/29/92,5
"""G""EOGRAPHY",11/6/08,5
"""G""EOGRAPHY",12/20/91,5
"""G""EOGRAPHY",2/12/09,5
"""G""EOGRAPHY",2/6/97,5
"""G""EOGRAPHY",3/28/00,5
"""G""EOGRAPHY",6/27/03,5
"""G""ROCERIES",11/30/10,5
"""G-P-S""",1/4/12,5
"""G.E.""",10/28/09,5
"""G.G.""",4/29/99,5
"""G.G.""",6/28/05,5
"""GAME"", ""SET"", ""MATCH""",11/23/10,5
"""GAY""IETY",7/9/99,5
"""GEN""ERAL SCIENCE",10/10/08,5
"""GENERAL"" ASSEMBLY",5/15/01,5
"""GENERAL"" JOB INFORMATION",3/30/11,5
"""GENERAL"" KNOWLEDGE",7/1/99,5
"""GEO"" PARTY!",6/1/01,5
"""GEO""PARDY!",11/3/05,5
"""GG""",9/25/06,5
"""GIRL"" MOVIES",10/28/02,5
"""GL""OSSARY",3/31/11,5
"""GLAD"" TIDINGS",10/14/86,5
"""GO""",9/21/98,5
"""GO"" BABY, GO!",6/14/11,5
"""GO"" FOR IT",1/30/98,5
"""GO"" FOR IT",12/23/04,5
"""GO"" TO THE END",4/4/03,5
"""GO""ING",3/29/99,5
"""GOLD""EN NUGGETS",2/6/01,4
"""GON"" TOMORROW",12/28/05,5
"""GOO"" GOO G'JOOB",4/20/01,5
"""GOO""GLE",7/16/07,5
"""GOOD"" & ""BAD"" SONGS",1/10/06,5
"""GOOD"" PEOPLE",10/12/11,5
"""GOOD"" STUFF",3/10/03,5
"""GOOD"" TIMES",11/3/98,5
"""GOOD"", ""BAD"" & ""UGLY"" MOVIES",10/21/11,5
"""GR""!",7/1/11,5
"""GR""AB BAG",10/16/09,5
"""GRAND"" CENTRAL",5/13/02,5
"""GRAND"" PRIX",1/10/06,5
"""GRANT""s & ""LEE""s",7/14/99,5
"""GRAY"" MATTER",2/23/05,5
"""GREAT"" EXPECTATIONS",5/20/03,5
"""GREAT"" FILMS",10/27/92,2
"""GREAT"" GEOGRAPHY",12/30/08,5
"""GREAT"" LEADERS",4/14/09,5
"""GREAT"" MOVIES",6/16/99,5
"""GREEN""",10/1/85,3
"""GREEN"" GEOGRAPHY",1/17/08,5
"""GREEN"" THINGS",3/16/01,5
"""GRIN""",10/5/09,5
"""GUN"" CONTROL",1/26/00,5
"""GUN"" SMOKE",7/24/09,5
"""GUY""s & ""DOLL""s",2/1/99,5
"""H"" CITIES",11/6/02,5
"""H"" IS FOR HOBBY",7/5/11,5
"""H"" NAMES",6/2/04,5
"""H"" ON THE MAP",2/28/90,5
"""H""E MAN",6/22/07,5
"""H""EALTH & MEDICINE",12/18/06,5
"""H""EALTH & MEDICINE",12/5/11,5
"""H""EALTH & MEDICINE",6/28/11,5
"""H""ISTORIC PEOPLE",11/13/00,5
"""H""ISTORIC PEOPLE",12/10/98,5
"""H-M""",5/25/06,5
"""H.D."" TV",4/26/06,5
"""H.H.""",5/3/00,5
"""HA""!",3/18/05,5
"""HAB"" A CLUE",12/6/11,5
"""HAL""",12/28/09,5
"""HALF""",3/16/98,5
"""HALF"" BAKED",12/7/11,5
"""HALL""s OF FAME",1/3/05,5
"""HAM"" IMPROVEMENT",10/3/01,5
"""HAMLET""",7/20/00,5
"""HAPPY"" NEW YEAR",12/29/04,5
"""HARD""",12/12/84,5
"""HARD"" QUESTIONS",9/11/97,5
"""HARRY"" MOVIES",3/14/97,5
"""HAT"" CHECK",6/24/04,5
"""HAWK"" EYES",2/9/11,5
"""HAY"", THERE",7/17/01,5
"""HAY""ES",6/13/05,5
"""HEAD"" LINES",12/6/99,5
"""HEAD""S",7/14/98,5
"""HEAD""S UP!",3/2/04,3
"""HEART""Y PHRASES",11/30/94,5
"""HEART""Y PHRASES",2/2/99,5
"""HEART""s",12/4/01,5
"""HEAVEN"" & ""HELL""",7/12/01,5
"""HEE"" HAW",11/25/08,5
"""HI""",7/3/07,5
"""HI"" FIVE",4/1/98,5
"""HIGH"" ANXIETY",11/10/08,5
"""HIGH"" SCHOOL",11/10/97,5
"""HIP"" ""HOP""",2/17/10,5
"""HIT"" OR ""MISS""",10/1/98,5
"""HIT""TING",5/18/07,5
"""HO""",9/19/00,5
"""HO"" POURRI",6/19/07,5
"""HO""CUS ""PO""CUS",10/29/99,5
"""HOD"" PODGE",3/20/07,5
"""HOLE""-Y",7/1/10,5
"""HOLY"" CATEGORY!",7/14/08,5
"""HOLY"" COW!",7/13/00,5
"""HOME"" DEPOT",6/7/04,5
"""HOO""",4/10/96,5
"""HOP"" TO IT",4/5/99,5
"""HORN"" IN",7/8/03,5
"""HORSE"" SENSE",6/18/99,5
"""HOT"" AIR",11/18/97,4
"""HOT"" STUFF",7/20/09,5
"""HOTEL""s",5/30/00,5
"""HOUSE"" & ""HOME""",1/13/97,5
"""HOUSE"" MUSIC",7/5/99,5
"""HOW"" NOW",12/16/04,5
"""HOW""s",9/13/07,5
"""HU""!",4/28/11,5
"""HUGH""S & ""HUGHES""",11/18/88,5
"""HY"" FIVE",7/16/10,5
"""HY"" SCIENCE",6/20/01,5
"""HY"" THERE",10/29/97,5
"""H_BO""",4/12/11,5
"""I""",3/23/99,5
"""I"" AYE",6/13/08,5
"""I"" CATCHING",9/7/04,5
"""I"" DO",12/1/05,5
"""I"" DO",3/7/00,5
"""I"" DOCTOR",1/27/11,5
"""I"" EXAM",1/13/03,5
"""I"" FULL",2/7/00,5
"""I"" KNOW IT",12/19/11,5
"""I"" LADS",11/4/04,5
"""I"" LADS",12/18/00,5
"""I"" MEAN IT",4/14/06,5
"""I"" OBJECT",10/7/02,5
"""I"" ON THE WORLD",3/28/08,5
"""I"" ON THE WORLD",9/30/08,5
"""I"" OPENERS",4/17/08,5
"""I"" OPENERS",6/1/09,5
"""I"" POD",4/3/08,5
"""I"" REMEMBER",3/29/04,5
"""I"" SAY",2/8/11,4
"""I"" SHADOW",3/29/99,5
"""I"" SPY",10/13/00,5
"""I"" TUNES",9/25/06,5
"""I"", ""AY"", ""EYE""",4/22/98,5
"""I""s IN THE PRIZE",1/5/11,5
"""I.M."" ING",6/5/07,5
"""IBLE""S & BITS",2/5/08,5
"""IC"" !!!",1/27/00,5
"""ICK""-IPEDIA",12/3/07,5
"""ICK""Y WORDS",10/14/04,5
"""ICK""Y WORDS",4/2/98,5
"""ICK""Y WORDS",5/22/00,5
"""IDI"" I MEAN",7/4/07,5
"""IF"" ONLY...",11/28/97,5
"""IGGY"" POP",12/1/11,5
"""IN & OUT"" CLICHES",3/24/98,5
"""IN""",3/10/99,5
"""IN""",4/1/08,5
"""IN"" CROWD",12/6/84,5
"""IN"" PLACES",9/5/96,5
"""IN"" SENSE",6/4/09,5
"""IN"" THE BEGINNING",11/17/00,5
"""IN"" THE MOVIES",12/18/08,5
"""IN"" THE MOVIES",3/18/03,5
"""IN"" THE MOVIES",4/17/00,5
"""IN"" WORDS",1/21/09,5
"""IN"" WORDS",11/24/99,5
"""IN""s & ""OUT""s",2/28/05,5
"""IND"" THE KNOW",2/13/09,5
"""ING""LISH",2/14/01,3
"""INGO""",4/14/10,5
"""INN"" & ""OUT""",1/9/98,5
"""INT""Y FRESH",1/9/08,5
"""INTER"" MEZZO",12/11/09,5
"""INTER"" MURALS",11/19/10,5
"""IP"" SO FACTO",12/26/07,5
"""IQ"" TEST",2/22/99,5
"""IQ"" TEST",4/22/09,5
"""IRA""",11/15/07,5
"""IRISH"" STEW",3/16/00,5
"""IS"" THAT SO?",5/29/08,5
"""ISM"" NATION",9/28/00,5
"""ISM""s",9/12/89,5
"""IT"" HAPPENS",3/6/09,5
"""IT"" IS A 7-LETTER WORD",12/31/08,5
"""IT"" OR ""NOT""",7/20/09,5
"""ITCH""Y",10/15/99,5
"""ITE""S NOT IN THE BIBLE",6/29/06,5
"""ITZ""",4/7/99,5
"""ITZ"" AT THE END",12/2/09,5
"""ITZ"" AT THE END",9/4/97,5
"""IZ"" IT",4/14/00,5
"""J""",7/26/11,5
"""J"" & ""K""",9/18/02,3
"""J"" DUB",2/11/09,5
"""J"" MART",6/19/09,5
"""J"" PEG",10/25/07,5
"""J"" PEG",5/21/09,5
"""J"" WALKING",1/15/03,5
"""J"" WALKING",10/16/03,5
"""J"" WALKING",10/27/04,5
"""J"" WALKING",11/6/01,5
"""J"" WALKING",12/4/06,5
"""J"" WALKING",3/22/06,5
"""J"" WALKING",5/26/08,5
"""J"" WALKING",9/13/02,5
"""J"" WALKING THROUGH HISTORY",12/8/05,5
"""J"" WHIZ",6/6/03,5
"""J"" WORDS",2/5/86,5
"""J""EOGRAPHY",4/17/06,5
"""J.B."" SPORTS",12/23/02,4
"""J.P.""",2/22/00,5
"""J.P.""",7/11/08,5
"""JACK"" BE NIMBLE",4/11/01,5
"""JACKS"" OF ALL TRADES",9/21/84,5
"""JAN""UARY",1/8/07,5
"""JE""-PARDY",7/10/08,5
"""JERK""s",11/14/97,5
"""JOHN""s",10/17/06,5
"""JON""",10/6/09,5
"""JOY"" DIVISION",3/31/05,5
"""JOY"" SHTICK",6/30/00,5
"""JOY"" TO THE WORLD",12/23/98,5
"""JU""NE",5/21/02,5
"""JUNIOR"" COLLAGE",6/9/03,5
"""K"" AS IN...",3/18/11,5
"""K"" MART",10/16/06,5
"""K"" MART",10/17/07,5
"""K"" MART",2/22/00,5
"""K"" MART",7/18/06,5
"""K"" ON THE MAP",1/7/08,5
"""K"" RATIONS",3/10/10,5
"""K"" RATIONS",6/9/03,5
"""K"" RATIONS",9/21/05,5
"""KAR""",12/30/08,5
"""KER""",6/30/09,5
"""KEY""",3/14/08,5
"""KEY"" WORDS",2/2/05,5
"""KEY"" WORDS & PHRASES",2/24/97,5
"""KEY""s",10/27/89,5
"""KEY""s",5/29/92,5
"""KICK""ING",6/8/11,5
"""KID"" STUFF",4/28/98,5
"""KID"" TALK",7/13/09,5
"""KID""s RULE!",10/3/06,2
"""KIN"" FOLK",10/16/07,5
"""KING"" ME",4/12/05,5
"""KING"" OF THE TOP 40",11/21/05,5
"""KING"" OF THE WORLD!",1/19/04,5
"""KING""s",5/19/92,5
"""KISS""ING MUSIC",11/27/98,5
"""KNIFE"", ""FORK"" OR ""SPOON""",3/3/99,5
"""L"" 8-LETTER WORDS",9/15/10,5
"""L"" IN...",4/18/07,5
"""L"" ON EARTH",11/1/07,5
"""L"" ON WHEELS",4/3/01,5
"""L"" TO PAY",10/19/07,5
"""L""AW",1/9/97,5
"""L""EGALESE",9/24/10,5
"""L""EMENTARY",1/12/00,5
"""L""ITERATURE",1/10/08,5
"""L""s ON THE MAP",7/4/95,5
"""L.B.""s",12/18/02,5
"""L.L.""",1/4/07,5
"""L.L."", SEE",2/24/10,5
"""L.P.""s",1/2/03,5
"""LA"" DEE DA",7/21/04,5
"""LA"" STORY",3/17/10,5
"""LADY""s",7/6/95,5
"""LAND"" HO!",5/14/07,5
"""LAND"" OF OPPORTUNITY",7/1/08,5
"""LAND"", HO!",7/1/11,5
"""LAND""s OF THE WORLD",12/8/98,5
"""LAP"" DANCE",7/11/01,5
"""LAST"" BOOKS",6/8/11,5
"""LAST"" CHANCE",6/11/10,5
"""LAST"" NOVELS",10/16/09,5
"""LAT"" IN",10/4/07,5
"""LAX""",12/2/10,5
"""LE"" CATEGORIE",3/20/00,5
"""LE"" CATEGORIE",4/24/01,5
"""LEP""RECHAUN",3/16/07,5
"""LES"" IS MORE",3/15/01,5
"""LESS"" IS MORE",3/19/03,5
"""LET""S END THIS",2/2/07,5
"""LET""s END THIS",12/17/98,5
"""LETTER""-LETTER WORDS",12/10/08,5
"""LIE""'S",6/17/97,5
"""LIGHT""s",2/24/98,5
"""LIKE""",9/27/07,5
"""LINE"" US",6/20/05,5
"""LING"" O",12/4/09,5
"""LING""O",11/4/98,3
"""LING""O",4/18/08,5
"""LITTLE""",11/3/86,3
"""LITTLE"" ROCK",10/1/99,5
"""LITTLE"" WOMEN",5/18/98,5
"""LO""",2/3/99,5
"""LO"" MEN",3/30/98,5
"""LO"" THERE",9/20/02,5
"""LOCK"" & ""KEY""",3/29/10,5
"""LOCK""S",7/13/01,5
"""LOCK""s",10/27/89,5
"""LOCK""s",5/26/05,5
"""LONG"" BEACH",4/25/01,5
"""LONG"" FILMS",12/26/02,5
"""LONG"" JUMP",10/7/04,5
"""LONG"" SONGS",11/15/88,5
"""LOOK"" OUT!",3/1/01,5
"""LOOSE"" ENDS",6/13/97,5
"""LOVE""",2/1/11,5
"""LOVE"" IN THE MOVIES",3/17/98,5
"""LOVE"" IS A BATTLEFIELD",12/27/07,5
"""LOVE"" IS THE ANSWER",12/14/00,5
"""LOVE"" ON TELEVISION",4/21/05,5
"""LOVE"" SONGS",12/20/00,5
"""LOVE"" SONGS",12/3/97,5
"""LOVE"" SONGS",2/12/99,5
"""LOW""",2/28/08,5
"""M"" & ""M""",1/5/10,5
"""M"" & ""M""s",2/18/03,5
"""M"" & EMMYS",3/30/01,5
"""M"" & EMMYS",5/4/10,5
"""M"" PLACEMENT",5/9/05,5
"""M"" TV",11/19/08,5
"""M"" TV",11/8/90,5
"""M"" TV",3/18/98,5
"""M"" WORDS",11/15/02,5
"""M""-A-NATIONS",4/8/05,5
"""M""-BRACE ME",10/8/08,5
"""M""-BRACE ME",3/26/07,5
"""M""-BRACE ME",9/9/04,5
"""M""-OBILIZED",10/2/07,5
"""M"": A NATION",10/21/08,5
"""M""ANIMAL",9/18/07,5
"""M""BRACE ME!",7/2/03,5
"""M""EDICINE",4/4/06,5
"""M""ENAGERIE",4/15/09,5
"""M""ENAGERIE",6/24/87,5
"""M""ISCELLANY",1/21/08,5
"""M""MMM GOOD",2/11/05,5
"""M""MMMM",12/5/07,5
"""M""MMMMM GOOD!",7/9/03,5
"""M""TV",4/29/97,5
"""M""USIC",10/14/02,5
"""M""USIC",10/31/05,5
"""M""USIC",11/24/06,5
"""M""USIC",2/27/04,5
"""M.C."" 5",2/3/11,5
"""M.D.""s",10/28/92,5
"""M.D.""s",3/17/03,4
"""M.D.""s",4/28/97,4
"""M.E.""",1/30/03,5
"""M.G.""",6/26/07,5
"""M.J.""",5/19/08,5
"""M.J.""",7/8/09,5
"""M.L.""",7/17/08,5
"""MAC"" OR ""P.C.""",11/28/07,5
"""MAC"" WORDS",6/17/98,5
"""MAD"" LOVE",1/23/09,5
"""MAJOR"" CONCERNS",12/1/11,4
"""MAL"" PRACTICE",5/19/05,5
"""MAN"" ALIVE",6/20/07,5
"""MAN"" IN THE MIDDLE",3/27/08,5
"""MAN"" TO ""MAN""",10/21/98,5
"""MAN""-LY LIT",7/15/08,5
"""MAN""LY MOVIES",1/5/12,5
"""MAN""LY MOVIES",11/29/02,5
"""MAN""LY MOVIES",5/26/89,4
"""MAN""LY WORDS & PHRASES",12/5/96,5
"""MARI"" ME",11/19/07,5
"""MASTER""s",2/19/99,4
"""MATE""",6/28/10,5
"""ME""",11/1/02,5
"""ME"" IN THE MIDDLE",6/6/06,5
"""ME""DICINE",3/16/04,5
"""MEA"" CULPA",1/1/07,5
"""MED"" SCHOOL",2/15/00,5
"""MEN"" AT LAST",6/15/06,5
"""MEN"" AT WORK",4/8/09,5
"""MEN"" OF THE WORLD",3/16/09,5
"""MET""s",10/14/02,5
"""MID"" TERMS",11/17/04,5
"""MID""-TERMS",5/10/11,5
"""MILL""S",6/15/09,5
"""MIND"" BLOWERS",7/11/08,5
"""MIND"" GAMES",12/6/06,5
"""MINI"" BAR",3/24/04,5
"""MIS"" QUOTES",9/30/99,5
"""MIS""QUOTES",10/22/02,5
"""MISS""CELLANY",1/27/98,5
"""MISSION"" POSSIBLE",3/29/05,5
"""MM"" BOP",2/8/00,5
"""MO""",12/25/02,4
"""MO"" BETTER",12/26/08,5
"""MO""-POURRI",3/16/11,5
"""MOD""s",5/23/03,5
"""MON""-OTONY",3/16/10,5
"""MONKEY"" SHINES",9/30/97,5
"""MOO""",6/18/01,5
"""MOON"" ME AT THE MOVIES",3/8/06,5
"""MOON""S",4/22/86,5
"""MOON""s",12/31/99,5
"""MOORE"" OR ""LES""",11/7/86,5
"""MOORE"" OR ""LES""",3/11/99,5
"""MOTHER"", ""FATHER"", ""SISTER"", ""BROTHER""",6/18/07,5
"""MOTHER"", ""FATHER"", ""SISTER"", ""BROTHER""",6/26/03,5
"""MOTHER""s DAY",5/7/99,5
"""MOTOR"" HEAD",7/23/09,5
"""MULTI"" TASKING",2/6/09,5
"""MUM""s THE WORD",4/8/03,5
"""MUM""s THE WORD",5/23/00,5
"""MY"" BABY",4/13/10,5
"""MY"" OH, MY!",1/22/03,5
"""MY"" SONGS",12/11/02,5
"""Mc"" MOVIE STARS",3/14/00,5
"""N"" '64",5/10/00,5
"""N"" CHARGE",4/20/04,5
"""N"" GAME",1/15/10,5
"""N"" GAME",12/27/07,5
"""N"" JOY",6/14/01,5
"""N"" MASSE",1/28/04,5
"""N"" TERTAINMENT",2/2/01,5
"""N"" THE ATLAS",2/18/99,5
"""N"" THE ATLAS",7/6/07,5
"""N"" THE BEGINNING",3/3/06,5
"""N"" THE BEGINNING",5/11/05,5
"""N"" THE DICTIONARY",12/3/98,5
"""N"" THE DICTIONARY",5/7/98,5
"""N"" THE KNOW",6/9/05,5
"""N"" THE MIDDLE",6/23/11,5
"""N"" TICING",1/3/01,5
"""N""ATIONS OF THE WORLD",6/13/08,5
"""N""ATIONS OF THE WORLD",6/15/98,5
"""N""TICE ME!",12/22/04,5
"""N""VELOPED",5/2/05,5
"""NAP"" TIME",10/13/99,5
"""NATIONAL""ISM",6/30/98,5
"""NEVER"" AT THE MOVIES",1/6/00,5
"""NEW"" ENGLAND",11/12/98,5
"""NEW"" GEOGRAPHY",1/5/98,5
"""NEW"" GEOGRAPHY",10/9/01,5
"""NEW"" GEOGRAPHY",11/1/10,5
"""NEW"" GEOGRAPHY",3/27/01,5
"""NEW"" IN THE BOOKSTORE",5/6/11,5
"""NEW"" MEDIA",5/12/08,5
"""NEW"" MUSIC",10/13/97,5
"""NEW"" ON THE MAP",11/7/88,5
"""NEW"" PLACES",10/28/92,5
"""NEW"" PLACES",4/13/04,5
"""NEW"" U.S. CITIES",12/28/11,5
"""NEW"" YORK",11/14/06,5
"""NEW""S",2/25/04,5
"""NEWS""WEEK",4/16/99,5
"""NICK"" NAMES",9/26/84,5
"""NIGHT""",10/19/06,5
"""NIGHT"" & ""DAY""",7/30/10,5
"""NIGHT"" MOVIES",4/5/96,5
"""NIGHT"" SHIFT",1/8/10,5
"""NIGHT""s",12/18/98,4
"""NINE"" ACROSS",9/20/00,5
"""NN""-DATED",9/12/08,5
"""NO"" FUN",10/21/04,3
"""NO"" WAY",2/27/01,5
"""NON"" SENSE",3/27/97,5
"""NON"" SENSE",3/5/98,5
"""NONE""",3/23/98,5
"""NORTH""",5/22/90,5
"""NORTH"" & ""SOUTH""",2/18/09,5
"""NORTH"" POLL",12/26/00,5
"""NORTH"" POLL",3/9/05,5
"""NORTH""ERN GEOGRAPHY",2/22/10,5
"""NOT"" IN FRONT",9/29/11,5
"""NOTHING"" DOING",11/16/89,5
"""NOV""EMBER",11/29/06,5
"""NUT""s TO YOU",11/24/97,5
"""NYM"" DROPPER",4/27/05,5
"""O""",12/22/98,5
"""O""",3/1/07,5
"""O"" & ""OS""",11/22/95,5
"""O"" BABY!",3/24/03,5
"""O"" BOY!",5/5/05,5
"""O"" BROTHER",4/26/11,5
"""O"" MAN!",1/20/06,5
"""O"" MY",11/13/96,5
"""O"" MYTH!",9/25/02,5
"""O"" NO!",10/16/02,5
"""O"" NO!",7/6/93,5
"""O"" NOUNS",2/12/10,5
"""O"" POURRI",1/29/10,5
"""O"" THE PLACES YOU'LL GO",5/29/07,5
"""O"" TOWN",1/23/03,5
"""O"" TOWN",10/26/05,5
"""O"" WHEREFORE ART THOU?",9/30/02,5
"""O"" YEAH!",7/24/08,5
"""O"" YES!",3/12/04,5
"""O"" YES!",4/20/00,5
"""O"" YES!",6/28/11,5
"""O"" YES!",9/17/07,5
"""O"" YOU ANIMAL!",7/16/98,5
"""O"", 'BAMA",3/25/10,5
"""O"", WHAT A PLACE!",6/3/05,5
"""O""...",3/20/08,5
"""O""PERA",1/12/07,5
"""O""s",4/9/98,5
"""O.L.""",2/25/08,5
"""OAK"" LAND",12/24/08,5
"""OCK"" DU LIEBER",1/29/04,5
"""OCK""-TOBER",10/25/06,5
"""OD"" WORDS",6/6/11,5
"""ODD""PODGE",5/1/98,5
"""ODE"" TO JOY",1/17/08,5
"""ODE"" TO JOY",4/5/10,5
"""OF"" LITERATURE",3/21/00,5
"""OFF"" CAMPUS",5/14/08,5
"""OFF"" THE BEATEN PATH",10/11/05,5
"""OFF""ERINGS",5/3/01,5
"""OG""",9/26/02,5
"""OI!""",4/27/09,5
"""OID"" VEY",3/5/10,5
"""OIL""",10/12/98,5
"""OIL"" IT",3/20/01,5
"""OK""",10/17/00,5
"""OK""",10/29/07,5
"""OKI"" DOKEY",10/18/11,5
"""OLD""",5/22/92,5
"""OLD"" & ""NEW""",11/19/87,5
"""OLD"" ENGLAND",1/10/01,5
"""OLD"" ENGLISH",1/3/12,5
"""OLD"" GLORY",6/14/99,5
"""OLD"" LIT",3/26/97,3
"""OLD"" NEWS",12/2/93,5
"""OLD"" RHYMES",10/17/01,5
"""OLD"" SCHOOL",2/14/06,5
"""ON"" & ""OFF"" SONGS",11/12/86,5
"""ON"" THE END",6/12/09,5
"""ONE"" PLANET",1/24/00,5
"""ONE"" WORLD",10/15/07,5
"""ONE"", ""TWO"", ""THREE""",4/19/04,5
"""ONO""",4/13/01,5
"""OO"" 7-LETTER WORDS",11/10/08,5
"""OO"" 7-LETTER WORDS",12/26/06,5
"""OO"" WHO?",1/27/10,5
"""OO"" WHO?",4/23/04,5
"""OO"" WHO?",4/9/08,5
"""OO""!  ""OO""!",7/7/00,5
"""OO"", SORRY!",5/2/08,5
"""OO"", SORRY!",6/1/00,5
"""OO""PS",10/20/98,5
"""OOP"" THERE IT IS!",11/4/05,5
"""OOP""S!",10/9/97,2
"""OOP""S!",12/8/06,5
"""OOP""SY",3/31/98,5
"""OOP""s",12/20/10,5
"""OOPS""",12/30/98,5
"""OP"" CULTURE",2/18/11,5
"""OPE"" SPRINGS ETERNAL",10/21/09,3
"""OPEN"" & ""SHUT""",2/8/11,5
"""OR""",3/29/01,5
"""ORANGE"" YOU GLAD",9/28/07,5
"""OU"" 5-LETTER WORDS",1/1/03,2
"""OUCH""!",5/5/06,5
"""OUND"" ABOUT",7/26/07,5
"""OUT OF   """,12/11/96,5
"""OUT""",10/18/02,5
"""OUT""",3/10/99,5
"""OUT"" IS IN",6/3/08,5
"""OUT""s",1/27/04,5
"""OVER"" & ""OUT""",2/23/07,5
"""OVER"" & ""OUT""",3/24/97,5
"""OVER"" & ""UNDER""",12/30/96,5
"""OVER"" & ""UNDER""",9/18/06,5
"""OW""",11/28/01,5
"""OW""!",1/6/09,5
"""OX"" MARKS THE SPOT",12/12/06,5
"""OX"" MARKS THE SPOT",9/29/05,5
"""OY"" TO THE WORLD",7/1/10,5
"""OY""!",2/16/98,5
"""OY""!",3/21/07,5
"""P"" & ""P""",4/7/04,5
"""P"" AN' ""O""s",3/24/05,5
"""P"" COUNTRY",5/30/08,5
"""P"" ENDINGS",1/8/03,5
"""P"" IN SCIENCE",6/24/08,5
"""P"" IS FOR PHYSICS",10/18/07,5
"""P""-RUSSIA",12/31/02,5
"""P""AINTERS & ""P""AINTING",3/21/07,5
"""P""EOPLE",12/10/07,5
"""P""EOPLE",2/25/03,5
"""P""EOPLE",5/2/08,5
"""P""EOPLE",6/30/04,5
"""P""ICK THIS CATEGORY!",12/23/08,5
"""P""LACES",6/15/01,5
"""P""LACES ON THE MAP",3/13/07,5
"""P""LAYS",1/22/03,5
"""P""LEASE",9/10/07,5
"""P""OTPOURRI",1/7/98,5
"""P""RODUCE",11/12/10,5
"""P""SCIENCE & MEDICINE",7/16/03,5
"""P""s & ""Q""s",10/17/89,3
"""P""s & ""Q""s",5/19/11,5
"""P""s & ""Q""s",5/9/02,5
"""P""s ON EARTH",12/16/04,5
"""P""s ON EARTH",5/25/07,5
"""P""s TIME",10/22/08,5
"""P""s TIME",10/23/03,5
"""P-S-P""",5/24/11,5
"""P.B.""",11/6/02,5
"""P.D."" QUEUE",3/27/09,5
"""P.G.""",11/30/10,5
"""P.M.""",10/27/09,5
"""P.M.""",12/7/99,5
"""P.S.""",2/11/98,5
"""P.S."" I LOVE YOU",1/28/99,5
"""PAC"" RATS",4/5/07,5
"""PAN""HANDLING",3/6/08,5
"""PANT""s",3/5/08,5
"""PAR"" FOR THE COURSE",11/20/87,5
"""PAR"" FOR THE COURSE",7/11/06,5
"""PAR"" FOR THE...",12/31/08,5
"""PAR""TY TIME",10/2/08,5
"""PARA""GRAPHS",9/5/97,5
"""PARK""ER",12/6/01,5
"""PARKER"" HOUSE",11/13/98,4
"""PAY"" UP",1/18/11,5
"""PE"" CLASS",2/3/03,5
"""PEACE""",1/1/01,5
"""PEACE"" ON EARTH",12/24/99,5
"""PEACE"", BRO",7/28/10,5
"""PEN"" PALS",10/9/98,5
"""PEN"" PALS",5/31/90,5
"""PEP"" BOYS",3/8/01,5
"""PEPPER""",6/10/05,5
"""PER""CUSSION",12/5/08,5
"""PH"" DELIGHTS",1/30/06,5
"""PH""OOEY!",9/22/00,5
"""PH""UN WITH WORDS",6/18/03,5
"""PH""UN WORDS",10/29/04,5
"""PH""UN WORDS",11/24/09,5
"""PH""UN WORDS",9/24/97,5
"""PHIL"" IN THE ____",5/31/00,5
"""PI""",11/6/01,5
"""PICK"" ME!",11/7/97,5
"""PIE"" FLINGING",4/24/08,5
"""PIN"" ME",12/14/99,5
"""PIN"" ME",4/4/01,5
"""PIT""TER, ""PAT""TER",4/30/04,5
"""PLAY"" ALONG",11/27/07,5
"""PO"" FOLKS",7/16/01,5
"""PO""POURRI",11/25/98,5
"""POCKET"" CHANGE",2/28/03,5
"""POMP"" IT UP!",1/12/01,5
"""POO"" POURRI",10/21/05,5
"""POO""-POURRI",7/7/03,5
"""POP"" CULTURE",1/11/08,5
"""POP"" CULTURE",4/25/03,5
"""POP"" GOES THE CATEGORY",4/3/09,5
"""POP"" QUIZ",11/25/97,5
"""POP"" THE QUESTION",9/12/97,5
"""POT"" LUCK",4/16/03,5
"""POT"" POURRI",10/3/05,5
"""POT""s & ""PAN""s",5/25/11,5
"""POW""!",5/29/03,5
"""POWER"" LIFTING",12/27/10,5
"""PP""-POURRI",3/20/06,5
"""PP""s ON EARTH",12/22/10,5
"""PRE""-CISELY",12/8/11,5
"""PRIME""D FOR SUCCESS",6/5/06,5
"""PRINCE""",4/25/05,5
"""PRIVATE"" LIVES",11/27/02,5
"""PRO""",3/14/05,5
"""PRO"" NOUNS",10/22/07,5
"""PRO""NOUNS",3/30/99,5
"""PRO""s",3/7/01,5
"""PROD""UCT",5/20/11,5
"""PSYCH""!",9/26/11,5
"""PU""",10/3/97,5
"""PUBLIC"" KNOWLEDGE",11/30/11,5
"""PUN"" DAY",6/5/06,5
"""PUN"" JAB",12/26/07,5
"""PUT"" SHOTS",12/16/05,5
"""Q"" & A",2/28/03,5
"""Q"" FOOD & DRINK",2/4/11,5
"""Q"" ME",2/28/00,5
"""Q"" ME",9/24/07,5
"""Q"" ME",9/8/03,5
"""Q"" TIPS",2/18/00,5
"""Q""-BERT",6/15/06,5
"""Q""ING UP",4/18/07,5
"""Q...T""",1/18/01,5
"""QUE"" TIPS",10/19/98,5
"""QUE"" TIPS",2/14/07,5
"""QUEEN"" FOR A DAY",10/19/98,5
